what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1513260327875
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1513260328612
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1513260373353
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1513260384967
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1513260393255
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1513260400567
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1513260477105
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1513260485535
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1513260489201
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1513260509866
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1513260512517
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1513260515969
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1513260600996
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1513260605557
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1513260606190
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1513260705830
activated,editor,org.python.pydev,2.8.2.2013090511,"org.python.pydev.editor.PythonEditor",1513260706822
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1513260712148
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1513260767968
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1513260809222
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1513260810016
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1513260810716
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1513260811698
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1513260844819
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1513260851245
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1513260851803
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1513260947406
activated,editor,org.python.pydev,2.8.2.2013090511,"org.python.pydev.editor.PythonEditor",1513260950313
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1513261017762
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1513261024885
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1513261052068
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1513261052212
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1513261052859
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1513261053430
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1513261100347
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1513261101472
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1513261106545
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1513261113683
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1513261133172
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1513261134222
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1513261149486
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1513261150070
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1513261199328
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1513261201319
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1513261232515
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1513261242757
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1513261244032
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1513261253106
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1513261262088
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1513261262866
